entity,site_name,site_id,lat,long
OREGONDEQ,Siletz River at Moonshine Park,OREGONDEQ-37396-ORDEQ,44.77952463,-123.8326393
OREGONDEQ,Siuslaw River Florence Boat Docks,OREGONDEQ-37398-ORDEQ,43.9676,-124.1009
OREGONDEQ,Umpqua River at Discovery Center Docks,OREGONDEQ-37399-ORDEQ,43.70741772,-124.0930306
OREGONDEQ,Siuslaw River at Siuslaw Falls Park,OREGONDEQ-37400-ORDEQ,43.85452443,-123.3640542
OREGONDEQ,Johnson Creek upstream of golf course (Bandon),OREGONDEQ-37405-ORDEQ,43.0942696,-124.4208126
Aoliver,South Fork Eel Merganzer,SF1,39.74194444,-123.6363889
Aoliver,South Fork Eel Science Center,SF2,39.71888889,-123.6530556
Aoliver,SFE Leggett,SF3,39.86388889,-123.7227778
Aoliver,South Fork Eel Leggett,SF3,39.86388889,-123.7227778
Aoliver,South Fork Eel Above Benbow,SF4,40.06611111,-123.7913889
Aoliver,South Fork Eel Garberville,SF5,40.10638889,-123.7975
"Oliver et al., 2016",Seaid Valley,SV,41.842753,-123.220403
Aoliver,Ten Mile Creek,T1,39.75416667,-123.6294444
Aoliver,Prairie Creek,T10,41.29888889,-124.0511111
Aoliver,Fox Creek,T2,39.74027778,-123.6322222
Aoliver,Elder Creek,T3,39.72916667,-123.6463889
Aoliver,Redwood Creek,T4,39.68,-123.6572222
Aoliver,Durphy Creek,T5,40.02138889,-123.7927778
Aoliver,East Branch South Fork Eel,T6,40.06805556,-123.7908333
Aoliver,Bull Creek/Teepee Creek,T7,40.33944444,-123.9422222
Aoliver,Van Duzen,T8,40.53888889,-124.1475
USGS-CA,EEL R A SCOTIA CA,USGS-11477000,40.4915238,-124.0997699
USGS-CA,REDWOOD C NR BLUE LAKE CA,USGS-11481500,40.9059648,-123.815335
USGS-CA,REDWOOD C A R V BR NR BLUE LAKE CA,USGS-11482020,40.9631852,-123.8400595
USGS-CA,HIGH-SLOPE SCHIST C NR ORICK CA,USGS-11482140,41.1234592,-123.9486768
USGS-CA,REDWOOD C AT S PARK BOUNDARY NR ORICK CA,USGS-11482200,41.1717918,-123.9497889
USGS-CA,BRIDGE C NR ORICK CA,USGS-11482210,41.1920691,-123.9822902
USGS-CA,HARRY WIER C NR ORICK CA,USGS-11482225,41.1979023,-123.9934017
USGS-CA,TOM MC DONALD C NR ORICK CA,USGS-11482230,41.2042909,-124.0159024
USGS-CA,FORTYFOUR C NR ORICK CA,USGS-11482240,41.2206797,-124.0134026
USGS-CA,MILLER C NR ORICK CA,USGS-11482250,41.231513,-123.9928468
USGS-CA,MILLER C A MOUTH NR ORICK CA,USGS-11482260,41.2292907,-124.0111805
USGS-CA,BOND C NR ORICK CA,USGS-11482270,41.233735,-124.0217364
USGS-CA,ELAM C NR ORICK CA,USGS-11482300,41.2634568,-124.0259037
USGS-CA,MC ARTHUR C NR ORICK CA,USGS-11482310,41.2751234,-124.029515
USGS-CA,LOW-SLOPE SCHIST C NR ORICK CA,USGS-11482320,41.2812344,-124.0314596
USGS-CA,HAYES C NR ORICK CA,USGS-11482330,41.2898454,-124.0278485
USGS-CA,LOST MAN C NR ORICK,USGS-11482450,41.3181787,-123.9886811
USGS-CA,LARRY DAMM C NR ORICK CA,USGS-11482460,41.3292896,-124.0139597
USGS-CA,LITTLE LOST MAN C A SITE NO 2 NR ORICK CA,USGS-11482468,41.3220674,-124.0206264
USGS-CA,LITTLE LOST MAN C NR ORICK,USGS-11482470,41.3281784,-124.0259044
USGS-CA,GENEVA C NR ORICK CA,USGS-11482475,41.3265117,-124.0325712
USGS-CA,BERRY GLEN C NR ORICK CA,USGS-11482480,41.316234,-124.0392379
USGS-CA,REDWOOD C A ORICK CA,USGS-11482500,41.2992896,-124.0511825
USGS-CA,KLAMATH R NR KLAMATH CA,USGS-11530500,41.5109543,-123.9795164
USGS-CA,SMITH R NR CRESCENT CITY CA,USGS-11532500,41.7915026,-124.0761887
USGS-CA,WB MILL C NR CRESCENT CITY CA,USGS-11532600,41.7012267,-124.0964658
USGS-CA,WB MILL C BL R A CMPGRND NR CRESCENT CITY CA,USGS-11532602,41.7028933,-124.1022993
USGS-CA,WB MILL C A BR NR CRESCENT CITY CA,USGS-11532605,41.7303926,-124.105633
USGS-CA,EF MILL C NR CRESCENT CITY CA,USGS-11532610,41.7306704,-124.090077
USGS-CA,EF MILL C A BR NR CRESCENT CITY CA,USGS-11532615,41.7320592,-124.0959106
USGS-CA,MILL C NR CRESCENT CITY,USGS-11532620,41.742059,-124.1028553
USGS-CA,MILL C A BR NR CRESCENT CITY CA,USGS-11532626,41.7742807,-124.0995225
USGS-CA,MILL C A MO NR CRESCENT CITY CA,USGS-11532630,41.7912249,-124.0848
USGS-WA,"WILLAPA RIVER NEAR WILLAPA, WA",USGS-12013500,46.6509342,-123.65265840000001
USGS-WA,"CHEHALIS RIVER AT PORTER, WA",USGS-12031000,46.9392638,-123.3143194
USGS-WA,"HUMPTULIPS RIVER AT HUMPTULIPS, WA",USGS-12039003,47.2298095,-123.9618405
USGS-WA,"NORTH FORK QUINAULT RIVER NEAR AMANDA PARK, WA",USGS-12039300,47.5959212,-123.624344
USGS-WA,"QUEETS RIVER NEAR CLEARWATER, WA",USGS-12040500,47.5378588,-124.3157457
USGS-WA,"HOH RIVER AT US HIGHWAY 101 NEAR FORKS, WA",USGS-12041200,47.8067473,-124.2510329
USGS-WA,"ELWHA RIVER ABOVE LAKE MILLS NR PORT ANGELES, WA",USGS-12044900,47.970089,-123.5907453
USGS-WA,"ELWHA RIVER SITE 2 AT LK MILLS NR PORT ANGELES, WA",USGS-12044920,47.9762002,-123.591301
USGS-WA,"ELWHA RIVER AT MCDONALD BR NEAR PORT ANGELES, WA",USGS-12045500,48.0548114,-123.5832462
USGS-WA,"ELWHA RIVER BELOW ELWHA DAM NEAR PORT ANGELES, WA",USGS-12046100,48.1053672,-123.5529675
USGS-WA,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",USGS-12056500,47.5142567,-123.3298868
USGS-WA,"NF SKOKOMISH R BL LWR CUSHMAN DAM NR POTLATCH, WA",USGS-12058800,47.3906475,-123.209602
USGS-WA,"NORTH FORK SKOKOMISH RIVER NEAR POTLATCH, WA",USGS-12059500,47.3298143,-123.2432128
USGS-WA,"SOUTH FORK SKOKOMISH RIVER NEAR UNION, WA",USGS-12060500,47.3403695,-123.2801586
USGS-WA,"SKOKOMISH RIVER NEAR POTLATCH, WA",USGS-12061500,47.3098151,-123.1770995
USGS-WA,"UNNAMED CREEK ABV PURDY-CUTTOFF RD NR POTLATCH, WA",USGS-12062508,47.30926,-123.1407096
USGS-WA,"SKOKOMISH RIVER ABOVE HIGHWAY 106 NR POTLATCH, WA",USGS-12062510,47.3172222,-123.141111
USGS-WA,"SKOKOMISH RIVER BL HIGHWAY 106 NR POTLATCH, WA",USGS-12062515,47.3258333,-123.1325
USGS-WA,"UNNAMED CREEK AT FOREST BEACH NEAR BELFAIR, WA",USGS-12062550,47.3794444,-122.9488889
USGS-WA,"LAKE DEVERAUX OUTLET AT HIGHWAY 106 NR BELFAIR, WA",USGS-12062560,47.43,-122.8472222
USGS-WA,"UNION RIVER NEAR BREMERTON, WA",USGS-12063000,47.5289823,-122.7859783
USGS-WA,"UNION RIVER ABOVE HAZEL CREEK NR BREMERTON, WA",USGS-12063100,47.52,-122.7841667
USGS-WA,"UNION RIVER AT OLD NAVY YARD WAY NR BREMERTON, WA",USGS-12063200,47.5108333,-122.7902778
USGS-WA,"UNION RIVER BELOW BEAR CREEK NEAR BELFAIR, WA",USGS-12063300,47.4925,-122.805
USGS-WA,"UNION RIVER AB OLD NAVY YARD WAY NR BELFAIR, WA",USGS-12063400,47.4755556,-122.8275
USGS-WA,"UNION RIVER AB NORTH SHORE ROAD NEAR BELFAIR, WA",USGS-12063518,47.455,-122.8325
USGS-WA,"UNION RIVER AT NORTH SHORE ROAD NEAR BELFAIR, WA",USGS-12063520,47.4513889,-122.8327778
USGS-WA,"STIMSON CREEK AT NORTH SHORE ROAD NEAR BELFAIR, WA",USGS-12065100,47.4172222,-122.9066667
USGS-WA,"TIN MINE CREEK AT GOLD CREEK RD NR BREMERTON, WA",USGS-12065600,47.5741667,-122.8319444
USGS-WA,"TAHUYA RIVER BELOW TAHUYA LAKE NR BREMERTON, WA",USGS-12065800,47.5588889,-122.8344444
USGS-WA,"TAHUYA RIVER AB ELFENDAHL PASS RD NR BREMERTON, WA",USGS-12067300,47.515,-122.881111
USGS-WA,"TAHUYA RIVER AT CAMP SPILLMAN NEAR BREMERTON, WA",USGS-12067600,47.4775,-122.9258333
USGS-WA,"TAHUYA RIVER BELOW HAVEN WAY NEAR BELFAIR, WA",USGS-12067700,47.4355556,-122.9505556
USGS-WA,"TAHUYA RIVER 1 MILE BELOW HAVEN WAY NR BELFAIR, WA",USGS-12067800,47.4283333,-122.956111
USGS-WA,"TAHUYA RIVER 3 MILES BL HAVEN WAY NR BELFAIR, WA",USGS-12067900,47.4180556,-122.9894444
USGS-WA,"TAHUYA RIVER ABOVE MOUTH NEAR BELFAIR, WA",USGS-12068020,47.3886111,-123.0180556
USGS-WA,"29G BEEF CREEK NEAR SEABECK, WA",USGS-12069550,47.6406487,-122.7851527
USGS-WA,"DOGFISH CREEK NEAR POULSBO, WA",USGS-12070000,47.7528724,-122.6445933
USGS-WA,"GORST CREEK AT W BELFAIR VALLEY RD AT GORST, WA",USGS-12072370,47.5237053,-122.7084741
USGS-WA,"GORST CREEK NEAR GORST, WA",USGS-12072380,47.5270387,-122.7054187
USGS-WA,"ANDERSON CREEK NEAR ANDERSON ROAD NEAR GORST, WA",USGS-12072430,47.5237058,-122.6831951
USGS-WA,"BLACKJACK CREEK AT MOUTH AT PORT ORCHARD, WA",USGS-12072510,47.5425955,-122.627082
USGS-WA,"ANNAPOLIS CREEK AT ARNOLD AVENUE AT ANNAPOLIS, WA",USGS-12072520,47.5470401,-122.6181929
USGS-WA,"OLNEY CREEK NEAR MOUTH AT ANNAPOLIS, WA",USGS-12072530,47.5456513,-122.6123592
USGS-WA,"OLALLA CREEK AT BURLEY OLALLA ROAD NEAR OLALLA, WA",USGS-12072660,47.4314858,-122.575965
USGS-WA,"MINTER CREEK NEAR MINTER, WA",USGS-12073520,47.3803732,-122.700135
USGS-WA,"COULTER CREEK NEAR ALLYN, WA",USGS-12073895,47.4084277,-122.817086
USGS-WA,"WOODLAND CREEK BELOW DRAHAM ROAD NEAR LACEY, WA",USGS-12080800,47.0634296,-122.8084687
USGS-WA,"NISQUALLY RIVER NEAR NATIONAL, WA",USGS-12082500,46.7526077,-122.0837194
USGS-WA,"SPANAWAY CR AT SPANAWAY LK OUTLET NR SPANAWAY, WA",USGS-12090452,47.1223212,-122.4462333
USGS-WA,"PUYALLUP RIVER NEAR ELECTRON, WA",USGS-12092000,46.9037164,-122.0351092
USGS-WA,"PUYALLUP RIVER AT ALDERTON, WA",USGS-12096500,47.1851012,-122.2295625
USGS-WA,"WHITE RIVER AT SUMNER, WA",USGS-12101110,47.2039899,-122.2456745
USGS-WA,"PUYALLUP RIVER AT PUYALLUP, WA",USGS-12101500,47.2084336,-122.3270652
USGS-WA,"CLARKS CREEK AT PUYALLUP, WA",USGS-12102000,47.1776004,-122.3178978
USGS-WA,"DIRU CREEK AT INFLOW TO HATCHERY NEAR PUYALLUP, WA",USGS-12102020,47.191489,-122.3392874
USGS-WA,"CLARKS CREEK AT TACOMA ROAD NEAR PUYALLUP, WA",USGS-12102075,47.1976002,-122.337343
USGS-WA,"CLARKS CREEK AT RIVER ROAD NEAR PUYALLUP, WA",USGS-12102100,47.2134334,-122.3420656
USGS-WA,"SWAN CREEK NEAR TACOMA, WA",USGS-12102200,47.1914885,-122.3942886
USGS-WA,"SWAN CREEK AT FLUME LINE ROAD TACOMA, WA",USGS-12102202,47.194822,-122.3776217
USGS-WA,"SWAN CREEK AT PIONEER WAY TACOMA, WA",USGS-12102212,47.2284329,-122.3917891
USGS-WA,"PUYALLUP RIVER AT LINCOLN AVENUE AT TACOMA, WA",USGS-12102400,47.2498216,-122.4142899
USGS-WA,"WAPATO CREEK AT U.P. RR NEAR NORTH PUYALLUP, WA",USGS-12102490,47.2145449,-122.3023426
USGS-WA,"WAPATO CREEK AT 12TH ST E IN FIFE, WA",USGS-12102510,47.2452611,-122.3704528
USGS-WA,"WEST TRIB TO HYLEBOS CR NEAR MILTON, WA",USGS-12103000,47.2670445,-122.3295662
USGS-WA,"HYLEBOS CREEK AT 8TH AVE E IN FIFE, WA",USGS-12103025,47.2498222,-122.3473441
USGS-WA,"FIFE DITCH AT 54TH ST E IN FIFE, WA",USGS-12103035,47.2567665,-122.3587334
USGS-WA,"NEWAUKUM CREEK NEAR BLACK DIAMOND, WA",USGS-12108500,47.2756564,-122.059559
USGS-WA,"BIG SOOS CREEK ABOVE HATCHERY NEAR AUBURN, WA",USGS-12112600,47.3123229,-122.165396
USGS-WA,"SPRINGBROOK CREEK AT TUKWILA, WA",USGS-12113375,47.4656553,-122.2326218
USGS-WA,"DUWAMISH RIVER AT GOLF COURSE AT TUKWILA, WA",USGS-12113390,47.4789884,-122.2587336
USGS-WA,"MAY CREEK AT MOUTH NEAR RENTON, WA",USGS-12119600,47.5298219,-122.201233
USGS-WA,"COAL CREEK AT BELLEVUE, WA",USGS-12119705,47.5684329,-122.1817889
USGS-WA,"JUANITA CREEK NEAR KIRKLAND, WA",USGS-12120500,47.7073207,-122.2154024
USGS-WA,"ISSAQUAH CREEK NEAR MOUTH NEAR ISSAQUAH, WA",USGS-12121600,47.552323,-122.0478975
USGS-WA,"NORTH CREEK NEAR WINTERMUTES CORNER, WA",USGS-12125880,47.8323195,-122.225129
USGS-WA,"SWAMP CREEK AT KENMORE, WA",USGS-12127100,47.7559314,-122.2337368
USGS-WA,"THORNTON CREEK NEAR SEATTLE, WA",USGS-12128000,47.6956538,-122.2762368
USGS-WA,"PIPERS CREEK AT CARKEEK PARK, AT SEATTLE, WA",USGS-12128040,47.7114865,-122.3734625
USGS-WA,"SNOHOMISH RIVER NEAR MONROE, WA",USGS-12150800,47.830932,-122.048459
USGS-WA,"STEVENS CREEK AT LAKE STEVENS, WA",USGS-12154000,48.0153758,-122.0556867
USGS-WA,"DUBUQUE CREEK BLW PANTHER CREEK NR LK STEVENS, WA",USGS-12155050,47.9875981,-122.034296
USGS-WA,"SKAGIT RIVER NEAR MOUNT VERNON, WA",USGS-12200500,48.4448278,-122.3354369
USGS-WA,"NOOKSACK RIVER AT NORTH CEDARVILLE, WA",USGS-12210700,48.8417821,-122.2943258
USGS-WA,"FISHTRAP CREEK AT FLYNN ROAD AT LYNDEN, WA",USGS-12212100,48.9265027,-122.4962765
USGS-WA,"NOOKSACK RIVER AT BRENNAN, WA",USGS-12213140,48.8192763,-122.5798947
USGS-WA,"MUDDY RIVER ABOVE SMITH CREEK NEAR COUGAR, WA",USGS-14216100,46.0003908,-122.054532
USGS-WA,"PINE CREEK AT MOUTH NEAR COUGAR, WA",USGS-14216900,46.0731686,-122.017032
USGS-WA,"KALAMA RIVER BELOW FALLS NEAR COUGAR, WA",USGS-14222980,46.1067764,-122.3603775
USGS-WA,"CASTLE CREEK AB CASTLE LAKE NEAR SPIRIT LAKE, WA",USGS-14240440,46.2531648,-122.2628778
USGS-WA,"NORTH FORK TOUTLE RIVER AT KID VALLEY, WA",USGS-14241100,46.3651093,-122.6289993
USGS-WA,"SF TOUTLE R BL DISAPPNTMENT CR NR SPIRIT LAKE, WA",USGS-14241460,46.2120536,-122.3292677
USGS-WA,"SOUTH FORK TOUTLE RIVER AT TOUTLE, WA",USGS-14241500,46.322055400000004,-122.697055
USGS-WA,"TOUTLE RIVER NEAR SILVER LAKE, WA",USGS-14242500,46.3362223,-122.725389
USGS-WA,"TOUTLE RIVER AT HWY 99 BRIDGE NR CASTLE ROCK, WA",USGS-14242690,46.3192768,-122.9087263
USGS-WA,"TOUTLE RIVER NEAR CASTLE ROCK, WA",USGS-14242700,46.3192768,-122.909004
USGS-WA,"COWLITZ RIVER AT CASTLE ROCK, WA",USGS-14243000,46.2748332,-122.9145587
USGS-WA,"COWLITZ RIVER AT KELSO, WA",USGS-14244200,46.1453901,-122.914278
USGS-OR,"NEHALEM RIVER NEAR FOSS, OR",USGS-14301000,45.7039986,-123.755405
USGS-OR,"ALSEA RIVER NEAR TIDEWATER, OR",USGS-14306500,44.3859538,-123.831778
USGS-OR,"SIUSLAW RIVER NEAR MAPLETON, OR",USGS-14307620,44.0623432,-123.8831659
USGS-OR,"SOUTH UMPQUA RIVER AT TILLER, OR",USGS-14308000,42.9303985,-122.9483872
USGS-OR,"S. UMPQUA RIVER @ CANYONVILLE, OR",USGS-14308910,42.9437293,-123.2853417
USGS-OR,"COW CREEK NEAR RIDDLE, OR",USGS-14310000,42.9234502,-123.428957
USGS-OR,"S. UMPQUA RIVER @ MYRTLE CREEK, OR",USGS-14311105,43.0223396,-123.2972874
USGS-OR,"S. UMPQUA RIVER NR MYRTLE CREEK, OR",USGS-14311110,43.030395,-123.3170105
USGS-OR,"SOUTH UMPQUA RIVER NEAR BROCKWAY, OR",USGS-14312000,43.1331717,-123.3984053
USGS-OR,"S. UMPQUA RIVER NR WINSTON, OR",USGS-14312005,43.1440048,-123.4170176
USGS-OR,"S. UMPQUA RIVER @ ROSEBURG,OR, OR",USGS-14312150,43.2123383,-123.348405
USGS-OR,"S. UMPQUA RIVER @ MELROSE ROAD NR ROSEBURG, OR",USGS-14312261,43.2403932,-123.4139648
USGS-OR,"LAKE CREEK CANAL NEAR DIAMOND LAKE, OR",USGS-14312490,43.1854037,-122.166699
USGS-OR,"LAKE CREEK AT HIGHWAY 138 NEAR DIAMOND LAKE, OR",USGS-14312600,43.2576254,-122.1705889
USGS-OR,"NORTH UMPQUA R AT SODA SPGS, NR TOKETEE FALLS, OR",USGS-14316460,43.3059544,-122.5128232
USGS-OR,"N UMPQUA RIVER ABV COPELAND CK NR TOKETEE FALLS,OR",USGS-14316500,43.2959543,-122.5367127
USGS-OR,"NORTH UMPQUA R BL STEAMBOAT CR NR GLIDE,OREG.",USGS-14316800,43.3215082,-122.8094992
USGS-OR,"NORTH UMPQUA RIVER NEAR IDLEYLD PARK, OR",USGS-14317450,43.324563,-122.9997836
USGS-OR,N UMPQUA RIVER AB ROCK CR NR GLIDE OREG,USGS-14317500,43.3306742,-123.0031172
USGS-OR,"UMPQUA RIVER NEAR ELKTON, OR",USGS-14321000,43.5859502,-123.5553727
USGS-OR,"ROGUE RIVER NEAR AGNESS, OR",USGS-14372300,42.5784422,-124.0581443
USGS-AK,KETA R BL RED C NR KETCHIKAN AK,USGS-15011858,55.3880147,-130.3766943
USGS-AK,KETA R AB HILL C NR KETCHIKAN AK,USGS-15011860,55.3757909,-130.4011385
USGS-AK,HILL C AB WHITE C NR KETCHIKAN AK,USGS-15011865,55.4207876,-130.451695
USGS-AK,WHITE C NR KETCHIKAN AK,USGS-15011870,55.4138425,-130.4622504
USGS-AK,HILL C NR MOUTH NR KETCHIKAN AK,USGS-15011875,55.3819015,-130.408083
USGS-AK,KETA R NR KETCHIKAN AK,USGS-15011880,55.3532874,-130.4505824
USGS-AK,BEAVER C NR KETCHIKAN AK,USGS-15011890,55.4280059,-130.5178063
USGS-AK,BLOSSOM R NR KETCHIKAN AK,USGS-15011894,55.4257817,-130.5628063
USGS-AK,UNUK R BL BLUE R NR WRANGELL AK,USGS-15015595,56.2402062,-130.8819864
USGS-AK,STIKINE R NR WRANGELL AK,USGS-15024800,56.7077219,-132.1319653
USGS-AK,TAKU R NR JUNEAU AK,USGS-15041200,58.5382983,-133.7017432
USGS-AK,AUKE C AT AUKE BAY AK,USGS-15054000,58.3818946,-134.6378955
USGS-AK,SKAGWAY R AT SKAGWAY AK,USGS-15056100,59.4658333,-135.3041667
USGS-AK,TAIYA R NR SKAGWAY AK,USGS-15056210,59.5116183,-135.3462752
USGS-AK,CHILKAT R NR KLUKWAN AK,USGS-15056500,59.4149472,-135.9310198
USGS-AK,KLEHINI R NR KLUKWAN AK,USGS-15056560,59.412726,-135.998797
USGS-AK,TSIRKU R AB TSIRKU FAN NR KLUKWAN AK,USGS-15056580,59.3741088,-135.9254698
USGS-AK,RINK C NR GUSTAVUS AK,USGS-15057593,58.4427161,-135.674047
USGS-AK,SALMON R AT GUSTAVUS AK,USGS-15057596,58.4446573,-135.7418302
USGS-AK,GOOD R NR GUSTAVUS AK,USGS-15057598,58.4507666,-135.7887776
USGS-AK,HALFMILE C AB DIVERSION NR KLAWOCK AK,USGS-15081614,55.5568729,-133.0186197
USGS-AK,PERKINS C NR METLAKATLA,USGS-15083500,54.9463249,-132.1724762
USGS-AK,OLD TOM C NR KASAAN AK,USGS-15085100,55.3951944,-132.4086268
USGS-AK,FALLS C NR PETERSBURG AK,USGS-15087300,56.6818693,-132.9239425
USGS-AK,EF HOBO C NR PETERSBURG AK,USGS-15087500,56.7935403,-132.8747734
USGS-AK,STARRIGAVAN C AT UPPER BRIDGE NR SITKA AK,USGS-15087618,57.1249168,-135.3334277
USGS-AK,INDIAN R NR SITKA AK,USGS-15087690,57.0665825,-135.2967628
USGS-AK,INDIAN R AT SITKA AK,USGS-15087700,57.0529712,-135.3162085
USGS-AK,KALININ BAY TR NR SITKA AK,USGS-15101200,57.3035248,-135.7781746
USGS-AK,GREENS C NR JUNEAU AK,USGS-15101500,58.0879969,-134.7487297
USGS-AK,KADASHAN R AB HOOK C NR TENAKEE AK,USGS-15106920,57.662435,-135.1867819
USGS-AK,TONALITE C NR TENAKEE AK,USGS-15106980,57.677990200000004,-135.2231705
USGS-CA,REDWOOD C ESTUARY SITE 3B NR ORICK CA,USGS-411732124051802,41.2920671,-124.0895167
USGS-CA,REDWOOD C ESTUARY SITE 1B NR ORICK CA,USGS-411734124051302,41.2926227,-124.0881278
USGS-CA,REDWOOD C ESTUARY SITE 2B NR ORICK CA,USGS-411734124051802,41.2926227,-124.0895167
USGS-OR,"COW CREEK @ MOUTH, NR RIDDLE, OR",USGS-425640123201400,42.9442843,-123.3383989
USGS-OR,"CALAPOOYA CREEK NEAR NONPAREIL, OR",USGS-432454123124801,43.414841,-123.2145167
USGS-OR,24S/13W-28CBA10  XCO5,USGS-432728124151405,43.4576128,-124.255116
USGS-WA,"MUDDY RIVER BLW SMITH CK NEAR COUGAR, WA",USGS-461053122030700,46.1812232,-122.0531465
USGS-WA,TRIBUTARY TO MUDDY RIVER NR HEADWATERS,USGS-461101122031300,46.1834454,-122.0548132
USGS-WA,SF TOUTLE NEAR DISAPPOINTMENT CK (CLEAR SIDE),USGS-461215122171600,46.2039983,-122.2889886
USGS-WA,SF TOUTLE NEAR DISAPPOINTMENT CK (MUDDY SIDE),USGS-461219122171900,46.2051094,-122.289822
USGS-WA,"SOUTH COLDWATER CR NR SPIRIT LAKE, WA",USGS-461704122143900,46.2842761,-122.2453775
USGS-WA,N F TOUTLE BLW DEBRIS AVALANCHE (LEFT SIDE),USGS-461758122253100,46.2992749,-122.4264941
USGS-WA,N F TOUTLE BLW DEBRIS AVALANCHE (RIGHT SIDE),USGS-461825122250900,46.306775,-122.4203829
USGS-WA,N F TOUTLE ABV CORPS DAM RESERVOIR,USGS-461839122271000,46.3106636,-122.4539951
USGS-WA,"NORTH HANAFORD CREEK (III) NR BUCODA, WA",USGS-464643122491406,46.7784349,-122.8217939
USGS-WA,"NORTH HANAFORD CREEK (II) NR BUCODA, WA",USGS-464644122491805,46.7787127,-122.822905
USGS-WA,"NORTH HANAFORD CREEK (I) NR BUCODA, WA",USGS-464644122492204,46.7787127,-122.8240162
USGS-WA,"EATON CREEK AT MOUTH NEAR YELM, WA",USGS-465933122433500,46.9923189,-122.7276314
USGS-WA,PUYALLUP SEWAGE TREATMENT PLANT,USGS-471220122191201,47.2053781,-122.3212317
USGS-WA,SEEP SITE 1,USGS-482655122313201,48.4484377,-122.5268336
USGS-WA,SEEP SITE 2,USGS-482658122312901,48.4492711,-122.5260002
USGS-AK,TAKHIN R AT MOUTH NR HAINES AK,USGS-591630135410200,59.2746711,-135.685724
USGS-AK,CHILKAT LK TR S OF ANMAN C NR KLUKWAN AK,USGS-591828135521500,59.3074355,-135.8726946
USGS-AK,CHILKAT LK OUTLET NR KLUKWAN AK,USGS-592147135562700,59.3627188,-135.9426922
USGS-AK,CHILKAT R BL KLUKWAN AK,USGS-592346135524000,59.3957771,-135.8796347
USGS-AK,UNNAMED C S OF WELLS NR KLUKWAN AK,USGS-592436135545000,59.4096685,-135.915743
USGS-AK,GLACIER C NR KLUKWAN AK,USGS-592514136174000,59.4202276,-136.2963028
USGS-AK,L BOULDER C NR KLUKWAN AK,USGS-592546136074700,59.4291186,-136.1315747
USGS-AK,KLEHINI R AB CANADIAN BORDER NR KLUKWAN AK,USGS-592704136220900,59.4507837,-136.3710269
VIU Hydromet,Thornsen Creek,#N/A,0,0
VIU Hydromet,Nusatsum Rv near Hagensborg,#N/A,0,0
VIU Hydromet,Stephanie Creek (Russell Creek watershed),#N/A,0,0
VIU Hydromet,Riley Creek,#N/A,0,0
Hakai,Hecate Island,1015 OUTLET,51.690527,-128.067788
Hakai,Johnston Creek,20718 OUTLET,51.49191435,-127.5355037
Hakai,No name (beside Newichy Ck),20720 OUTLET,51.53529035,-127.516309
Hakai,Sandell River,20722 OUTLET,51.568533,-127.514507
Hakai,No name (between Sandell and Shotbolt),20727 OUTLET,51.6311479,-127.4515056
Hakai,Shotbolt Creek,20741 OUTLET,51.65092098,-127.355236
Hakai,Kilbella/Chuckwalla,20771C OUTLET,51.73,-127.33
Hakai,Kilbella/Chuckwalla,20771K OUTLET,51.75,-127.33
Hakai,No name (Fish Egg to Hardy Inlet),20938 OUTLET,51.646504,-127.504727
Hakai,No name (Fish Egg to Hardy Inlet),20940 OUTLET,51.64135546,-127.5495886
Hakai,No name (Fish Egg to Hardy Inlet),20947 OUTLET,51.55613009,-127.6145751
Hakai,No name (Fish Egg to Hardy Inlet),20952 OUTLET,51.53699434,-127.6874886
Hakai,No name (Fish Egg to Hardy Inlet),20954 OUTLET,51.53764893,-127.746601
Hakai-WSC,Stawamus River,3859 GAUGINGSTATION,49.68981934,-123.1464767
Hakai-WSC,Roberts Creek,3932 GAUGINGSTATION,49.42082977,-123.6402206
Hakai,No name (Bute 6),4767 OUTLET,50.4994299,-124.9723002
Hakai,Orford River,4791 TOWER2,50.5952,-124.8412
Hakai,No name (Bute 1),4809 OUTLET,50.681452,-124.857651
Hakai,No name (Bute 7),4829 OUTLET,50.76016793,-124.8621035
Hakai,No name (Bute 3),4848 OUTLET,50.82459527,-124.8640941
Hakai,No name (Bute 2),4889 OUTLET,50.89506983,-124.8648929
Hakai,No name (Bute 5),4914 OUTLET,50.81257045,-124.9808054
Hakai,No name (Bute 4),4968 OUTLET,50.62269162,-124.9086626
Hakai-WSC,Tsitika River,55637 GAUGINGSTATION,50.44036102,-126.5785065
Hakai-WSC,Klinaklini River,5693 GAUGINGSTATION,51.14477921,-125.5943604
Hakai-WSC,Sarita River,59376 GAUGINGSTATION,48.89250183,-124.9694366
Hakai-WSC,Carnation Creek,59377 GAUGINGSTATION,48.91556168,-124.9977798
Hakai-WSC,Tofino Creek,59637 GAUGINGSTATION,49.2508316,-125.5833282
Hakai-WSC,Kingcome River,6192 GAUGINGSTATION,51.00249863,-126.1177826
Hakai-WSC,Wakeman River,6252 GAUGINGSTATION,51.10277939,-126.4749985
Hakai,Calvert Island,626 OUTLET,51.641718,-128.120582
Hakai-WSC,Honna River,68539 GAUGINGSTATION,53.25268173,-132.138031
Hakai,Calvert Island,693 OUTLET,51.647923,-127.996399
